EmployeeID,EmployeeName,Employee_ID,Name,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Savings_Amount,Investments,Total_Expenditure,Profit,Class
EMP14457,Nikhil Bansal,22,Employee_22,Tech,36933,3346,4573,1702,1382,27538,8971,4513,3113,5452,2825,6650,7999,25170,-11500,Low
EMP14458,Neha Thakur,34,Employee_34,HR,66925,3529,7919,1695,1578,52344,15259,5169,2618,4705,3283,16033,10118,31407,-5697,Low
EMP14459,Kavya Das,45,Employee_45,HR,103096,6413,12177,1893,3595,78833,15803,4422,10039,5689,2244,15218,9935,38383,14780,High
EMP14460,Aadhya Malhotra,40,Employee_41,Sales,73426,10440,8713,1236,2598,50885,7855,7806,4331,1346,1450,16279,6587,23031,3694,Medium
EMP14461,Manish Gupta,29,Employee_29,Sales,56660,6672,6769,1656,2437,38718,9320,6232,2352,6527,3628,11718,8450,28029,-9550,Low
EMP14462,Sara Pillai,4,Employee_4,Sales,49823,3601,5973,2605,3318,35134,6632,3811,6052,1837,2487,13209,10797,20853,-10476,Low
EMP14463,Ishaan Pandey,5,Employee_5,Tech,36066,4353,4428,2109,1584,23757,11392,3618,8870,3322,4444,14045,10439,31756,-32863,Low
EMP14464,Nikhil Pandey,11,Employee_11,HR,96295,9814,11659,2557,903,72837,18865,3958,2507,6241,1643,15397,10507,33328,12592,High
EMP14465,Arjun Das,21,Employee_21,HR,83175,5595,9971,1235,4028,63090,10760,6452,6700,4740,4474,3894,12253,33317,13181,High
EMP14466,Pooja Saxena,36,Employee_35,Tech,45690,2732,5418,2826,1652,32866,14016,3342,13579,4030,3396,6503,8098,38458,-21292,Low
EMP14467,Amit Gupta,12,Employee_12,Marketing,80002,7308,9728,1953,4809,56279,9041,7574,13990,1229,3787,5574,12105,35598,2279,Medium
EMP14468,Amit Pandey,26,Employee_26,Marketing,68701,5021,8237,1105,4924,49542,5922,5608,918,1489,3382,17759,9406,17219,5749,Medium
EMP14469,Vivaan Das,20,Employee_19,HR,33469,3458,3961,1465,2261,21169,4898,3555,11441,6169,1259,9359,2135,27639,-18295,Low
EMP14470,Vivaan Bansal,46,Employee_45,HR,102069,6421,12239,1870,3608,78924,16147,4438,10152,5618,2213,15191,10154,38573,13377,High
EMP14471,Aadhya Mehta,7,Employee_7,Tech,50917,4491,6260,1432,2698,36028,16607,3554,9887,6219,1668,19324,12986,38078,-33141,Low
EMP14472,Krishna Rana,47,Employee_47,HR,116614,6868,14023,2054,3269,90431,6526,4894,11191,3480,1940,8428,3439,28028,50353,High
EMP14473,Ishaan Malhotra,8,Employee_7,Tech,51795,4310,6201,1442,2685,36942,16303,3640,10225,6210,1689,19615,13072,37677,-32957,Low
EMP14474,Sara Pillai,26,Employee_26,Marketing,70806,4927,8187,1100,4947,49379,5945,5557,818,1400,3389,17593,9249,17566,5700,Medium
EMP14475,Anika Joshi,39,Employee_40,Marketing,82446,6708,9783,2766,1068,61664,17506,5228,5492,6275,3091,14895,11976,37934,-3412,Low
EMP14476,Shaurya Jain,5,Employee_5,Tech,35238,4463,4379,2097,1525,22777,11122,3691,8837,3415,4396,13885,10403,31617,-32544,Low
EMP14477,Neha Khan,21,Employee_21,HR,82725,5801,9894,1207,4042,63179,10789,6482,6793,4874,4521,3858,11987,33646,12784,High
EMP14478,Sara Jain,14,Employee_14,Tech,95973,13822,11551,2774,2946,66142,18949,7115,9764,2602,1666,14332,13415,40317,-3629,Low
EMP14479,Sanjay Rana,4,Employee_4,Sales,49578,3676,6009,2541,3261,34573,6642,3777,6099,1824,2434,13095,10901,20859,-9802,Low
EMP14480,Kavya Chopra,22,Employee_23,HR,66506,6479,8112,2767,1169,49724,12295,7512,1452,1408,3633,19751,14643,26544,-10871,Low
EMP14481,Deepak Verma,42,Employee_42,Marketing,86508,9659,10617,2044,1460,63922,11278,7710,2965,3203,1136,16276,1011,26849,19765,High
EMP14482,Ishaan Bansal,20,Employee_20,Finance,72969,4249,8837,1489,2830,55754,16106,6972,3632,5350,1549,17562,4853,33795,1513,Low
EMP14483,Sanjay Kulkarni,15,Employee_15,Sales,100012,14713,11977,2888,4822,66533,5010,7872,5353,4930,1130,5958,6781,24331,29372,High
EMP14484,Sanjay Khan,50,Employee_50,Marketing,89930,4859,11062,1509,1485,71288,12522,4105,13280,4804,3717,19257,10185,37914,3292,Medium
EMP14485,Vivaan Yadav,45,Employee_45,HR,102021,6377,12344,1876,3560,77657,16059,4368,10112,5661,2190,15467,9981,38265,15159,High
EMP14486,Krishna Saxena,29,Employee_29,Sales,57402,6601,6790,1642,2439,39533,9388,6181,2169,6478,3644,11664,8426,27784,-8784,Low
EMP14487,Ishaan Rana,9,Employee_8,Sales,51334,5130,6148,1525,2385,36872,16140,5674,13706,1560,1946,2861,14229,39092,-19553,Low
EMP14488,Ishaan Chopra,41,Employee_41,Sales,73745,10578,8673,1234,2612,50709,8059,7772,4602,1227,1485,16436,6715,22678,4397,Medium
EMP14489,Aarav Das,49,Employee_48,Finance,35553,2762,4290,1959,1092,26218,12778,6351,14488,6169,3416,8525,12638,42798,-37804,Low
EMP14490,Nikhil Chopra,19,Employee_19,HR,33672,3469,3941,1493,2287,21391,5269,3561,11371,6140,1217,9653,2139,27710,-17373,Low
EMP14491,Amit Mehta,48,Employee_48,Finance,35276,2566,4249,1962,1106,26416,12399,6371,14532,6164,3319,8524,12845,43145,-38772,Low
EMP14492,Kavya Chopra,39,Employee_39,Tech,57246,4135,6957,2887,4330,40066,10877,5495,13488,2837,1928,2941,11874,34591,-8397,Low
EMP14493,Shaurya Yadav,46,Employee_46,Tech,69921,5514,8433,1859,3138,50645,12976,6565,7373,6413,1842,18910,8670,34835,-11032,Low
EMP14494,Vihaan Pandey,29,Employee_28,Sales,103094,7673,12587,2227,841,80898,15062,3645,6926,6260,3370,19107,6080,35362,19589,High
EMP14495,Ananya Chopra,46,Employee_46,Tech,70456,5411,8424,1878,3150,50777,12908,6569,7354,6502,1926,18704,8561,34893,-11098,Low
EMP14496,Neha Mishra,28,Employee_27,HR,51556,2840,6044,2059,1224,39138,19057,4553,1143,5969,1278,9933,7693,31713,-10815,Low
EMP14497,Myra Das,4,Employee_4,Sales,50673,3485,6031,2576,3217,35314,6715,3695,6367,1768,2464,13495,10800,21073,-10314,Low
EMP14498,Priya Bansal,15,Employee_15,Sales,100252,14725,12091,2859,4871,65305,4963,7978,4991,5042,1044,5515,7025,24485,29467,High
EMP14499,Rahul Reddy,35,Employee_35,Tech,44466,2625,5416,2805,1745,32248,14092,3243,13892,4069,3383,6707,8129,38028,-20973,Low
EMP14500,Shaurya Rana,37,Employee_37,Tech,83406,12426,9962,2534,1767,57673,8734,4320,13128,2382,4594,15809,1379,33304,6537,Medium
EMP14501,Reyansh Sethi,1,Employee_1,Marketing,114597,6697,13784,2533,2720,87533,8927,4843,2203,1772,3805,19859,2401,22034,43809,High
EMP14502,Vivaan Das,2,Employee_3,Sales,85081,6135,10251,2219,2777,63692,18402,3075,12495,2338,3900,15933,6602,40176,1075,Low
EMP14503,Aarav Jain,48,Employee_47,HR,116788,6815,13814,2030,3228,90640,6543,4933,10892,3614,1894,8453,3510,28090,49577,High
EMP14504,Riya Pillai,24,Employee_24,Tech,42335,6151,5053,2736,2440,25755,7786,6386,8033,4948,1869,15029,1944,28921,-20097,Low
EMP14505,Aditya Malhotra,27,Employee_27,HR,50528,2781,6071,2062,1124,38463,18918,4550,1018,5826,1241,9612,7724,31550,-11615,Low
EMP14506,Reyansh Jain,40,Employee_40,Marketing,82456,6962,9963,2761,1062,61487,17591,5368,5781,6278,3047,15234,11966,38081,-2889,Low
EMP14507,Anika Yadav,36,Employee_36,Marketing,36734,2828,4206,2841,847,25390,19793,5925,3486,6620,2032,5297,6803,38017,-24982,Low
EMP14508,Aadhya Malhotra,34,Employee_34,HR,66603,3692,7902,1693,1493,51575,15580,5157,2747,4673,3288,16017,10370,31275,-5400,Low
EMP14509,Diya Trivedi,29,Employee_29,Sales,54853,6729,6881,1650,2412,39615,9314,6206,2274,6541,3582,11917,8678,28078,-9958,Low
EMP14510,Karan Gupta,24,Employee_24,Tech,42107,6079,5081,2769,2452,25596,7711,6266,8061,4770,1915,14878,1856,28671,-20352,Low
EMP14511,Shaurya Gupta,24,Employee_24,Tech,44217,5865,5151,2715,2415,25102,7764,6311,7925,4951,1864,14986,2209,28651,-19998,Low
EMP14512,Vivaan Pandey,42,Employee_42,Marketing,88133,9734,10641,2022,1426,64602,11262,7764,2965,3125,1129,16255,1145,26246,19718,High
EMP14513,Vivaan Saxena,4,Employee_4,Sales,51128,3799,6221,2559,3243,34635,6746,3738,6102,1759,2515,13092,10899,21031,-9761,Low
EMP14514,Myra Mehta,3,Employee_3,Sales,84245,6210,10159,2194,2766,62861,18585,3034,12726,2377,3867,15840,6407,39988,1755,Low
EMP14515,Vihaan Gupta,34,Employee_34,HR,65083,3648,7935,1700,1610,51365,15616,5126,2749,4641,3273,16109,10440,30923,-6563,Low
EMP14516,Aadhya Pandey,50,Employee_49,Marketing,95252,8540,11441,1303,560,73102,19513,3829,12652,4335,1956,7670,14408,42862,8459,Medium
EMP14517,Karan Kulkarni,22,Employee_23,HR,66267,6303,7956,2789,1172,47131,12391,7511,1679,1430,3669,19576,14471,26618,-12846,Low
EMP14518,Shaurya Singh,23,Employee_23,HR,66930,6444,7923,2743,1127,48644,12180,7532,1563,1418,3664,19300,14501,26564,-13220,Low
EMP14519,Diya Iyer,46,Employee_45,HR,103777,6602,12173,1871,3632,78892,16276,4470,9891,5662,2197,15211,9854,38606,14564,High
EMP14520,Sneha Chopra,5,Employee_5,Tech,34835,4396,4407,2092,1490,24155,11396,3544,8983,3442,4405,13740,10286,31580,-32266,Low
EMP14521,Anika Iyer,31,Employee_31,Marketing,60575,5338,7599,1305,4104,43303,18567,7474,11475,3462,3518,19532,1176,44371,-21687,Low
EMP14522,Krishna Reddy,41,Employee_41,Sales,72154,10508,8827,1227,2597,50484,7976,7748,4332,1439,1503,16130,6486,22610,4547,Medium
EMP14523,Krishna Trivedi,6,Employee_6,Sales,40217,1971,4700,1446,2825,28313,6274,4939,14195,1762,2574,11375,8361,29802,-20754,Low
EMP14524,Priya Iyer,36,Employee_37,Tech,84041,12392,9879,2511,1822,56382,9018,4320,13369,2419,4637,15632,1477,33572,6997,Medium
EMP14525,Vihaan Jain,10,Employee_10,Tech,63540,7671,7582,2105,2686,42355,17273,7772,7006,5797,2642,13803,4593,40637,-16720,Low
EMP14526,Pooja Gupta,40,Employee_40,Marketing,81822,6839,9821,2753,1075,61856,17852,5318,5961,6242,3083,15161,12075,38227,-4853,Low
EMP14527,Arjun Chopra,7,Employee_7,Tech,52321,4368,6072,1402,2643,35918,16460,3513,9866,6202,1709,19437,12900,38112,-33022,Low
EMP14528,Arjun Trivedi,39,Employee_39,Tech,58841,4159,6957,2879,4279,42024,10827,5585,13534,2943,1928,2813,11809,34828,-7927,Low
EMP14529,Riya Pillai,37,Employee_38,Finance,72904,9307,8849,1831,2484,50939,9234,4284,12908,6868,1439,14461,1608,34845,-310,Low
EMP14530,Arjun Reddy,21,Employee_21,HR,83544,5765,10009,1204,4021,62305,10637,6383,6567,4847,4562,4063,12023,33610,13737,High
EMP14531,Sneha Saxena,20,Employee_20,Finance,72791,4096,8797,1478,2847,56123,16118,6966,3410,5474,1608,17659,4974,33153,-201,Low
EMP14532,Rahul Mishra,4,Employee_3,Sales,84497,6161,10164,2222,2774,64283,18417,3063,12390,2421,3903,15861,6453,39889,1782,Low
EMP14533,Karan Iyer,22,Employee_22,Tech,38499,3344,4586,1682,1381,26798,8927,4626,3152,5460,2873,6741,7895,24754,-11801,Low
EMP14534,Arjun Verma,47,Employee_47,HR,115554,6750,13982,2062,3258,89605,6541,4936,11323,3459,1960,8434,3259,27613,50205,High
EMP14535,Sneha Pillai,4,Employee_4,Sales,51458,3545,6104,2555,3295,35521,6867,3749,6249,1758,2480,13194,10981,21139,-10837,Low
EMP14536,Aadhya Gupta,28,Employee_28,Sales,105720,7937,12626,2236,825,80300,15278,3718,7056,6410,3416,19058,6181,35515,20116,High
EMP14537,Amit Pillai,12,Employee_12,Marketing,80018,7129,9741,1963,4815,57479,9128,7507,14101,1055,3757,5442,12138,35492,2878,Medium
EMP14538,Myra Joshi,38,Employee_38,Finance,72749,9392,8802,1859,2523,52681,9388,4210,12948,6710,1442,14545,1707,34902,-898,Low
EMP14539,Pooja Reddy,36,Employee_36,Marketing,35345,2857,4299,2835,788,24309,19462,6006,3792,6581,2055,5484,6771,38028,-25533,Low
EMP14540,Anika Sethi,46,Employee_47,HR,116242,6834,13884,2059,3258,90604,6625,4904,11008,3556,1935,8555,3168,28036,50508,High
EMP14541,Sneha Joshi,41,Employee_41,Sales,73476,10531,8702,1208,2574,50186,7852,7802,4255,1288,1483,16194,6682,22855,3876,Medium
EMP14542,Aditya Trivedi,5,Employee_5,Tech,36086,4255,4348,2090,1510,24095,11264,3654,9081,3425,4375,14451,10272,31811,-33219,Low
EMP14543,Aditya Yadav,13,Employee_13,Tech,65089,8166,7722,1698,1447,44384,9631,6517,2831,4751,1023,10474,9209,24670,923,Low
EMP14544,Priya Kulkarni,23,Employee_23,HR,67147,6433,7958,2758,1105,48619,12211,7490,1499,1389,3710,19587,14674,26450,-13410,Low
EMP14545,Manish Pandey,50,Employee_50,Marketing,89697,4970,10987,1516,1492,72096,12621,4108,13172,4680,3721,19474,10285,38233,4317,Medium
EMP14546,Riya Mishra,30,Employee_30,HR,39772,1923,4781,2294,1325,29663,6224,7437,3455,5126,2141,6134,6723,24257,-8457,Low
EMP14547,Neha Patel,37,Employee_37,Tech,83406,12152,10000,2518,1814,57397,9109,4267,12929,2518,4595,15614,1321,33322,6794,Medium
EMP14548,Sanjay Iyer,25,Employee_25,Tech,78494,3949,9492,1813,2746,61194,17790,6727,4555,4458,3809,18073,3351,37502,3184,Medium
EMP14549,Shaurya Kulkarni,48,Employee_48,Finance,37031,2630,4289,1968,1062,26853,12547,6378,14329,6139,3372,8220,12786,42882,-37960,Low
EMP14550,Ananya Pandey,27,Employee_27,HR,50430,2797,6066,2047,1108,38636,18980,4394,1193,5931,1298,10068,7523,32020,-10335,Low
EMP14551,Vivaan Arora,14,Employee_14,Tech,95607,13773,11603,2768,2972,65180,18844,7117,9933,2549,1636,14385,13484,40117,-1605,Low
EMP14552,Neha Jain,49,Employee_48,Finance,36411,2579,4406,1967,1053,26606,12438,6406,14556,6079,3375,8506,12572,42897,-39435,Low
EMP14553,Rohit Mishra,46,Employee_47,HR,116635,6938,13831,2038,3259,89461,6868,4909,11136,3541,1900,8461,3357,28001,51715,High
EMP14554,Riya Rana,36,Employee_36,Marketing,35681,2917,4447,2816,859,23953,19793,5937,3489,6658,1971,5125,6943,37909,-25460,Low
EMP14555,Aadhya Kulkarni,38,Employee_39,Tech,58230,4126,7131,2883,4266,41633,10753,5531,13336,3049,1926,2813,11693,34405,-8370,Low
EMP14556,Aadhya Mehta,17,Employee_16,Tech,60436,3433,7538,2805,1144,47427,6453,6961,13525,1551,4073,19570,13546,32174,-19715,Low
EMP14557,Ananya Khan,22,Employee_22,Tech,37283,3457,4655,1714,1432,26189,9086,4577,3130,5366,2776,6514,8036,25057,-13082,Low
EMP14558,Vivaan Singh,21,Employee_21,HR,84118,5812,9878,1194,3999,62917,10521,6442,6824,4803,4469,3616,12032,33649,12206,High
EMP14559,Sara Gupta,21,Employee_21,HR,83750,5859,10067,1210,3992,61627,10793,6538,6557,4975,4553,3671,12085,33341,13643,High
EMP14560,Sara Trivedi,8,Employee_8,Sales,51138,5297,6191,1548,2306,36180,16255,5544,13915,1417,1949,3032,14307,38920,-19760,Low
EMP14561,Kavya Arora,49,Employee_49,Marketing,94720,8613,11237,1285,451,72559,19627,3828,12701,4511,1878,7711,14239,42356,8641,Medium
EMP14562,Sai Sharma,15,Employee_16,Tech,61238,3504,7297,2790,1094,46313,6657,6902,13313,1600,4161,19714,13464,32393,-19827,Low
EMP14563,Amit Bansal,31,Employee_31,Marketing,62505,5166,7458,1305,4117,43675,18515,7496,11380,3457,3517,19470,1085,44710,-21423,Low
EMP14564,Anika Kapoor,41,Employee_42,Marketing,87882,9702,10466,2016,1408,65200,11369,7706,3233,3066,1150,16359,924,26499,19309,High
EMP14565,Ishaan Singh,10,Employee_10,Tech,63511,7788,7364,2073,2655,41843,17198,7782,7012,5779,2609,13962,4500,40681,-17041,Low
EMP14566,Sai Iyer,33,Employee_32,Sales,68222,10122,8489,1202,1563,48250,9221,3902,14585,1817,4000,6926,5352,33869,2267,Low
EMP14567,Nikhil Verma,33,Employee_34,HR,65720,3642,8008,1698,1581,51556,15271,5147,2779,4633,3250,16157,10235,31106,-6019,Low
EMP14568,Pooja Trivedi,9,Employee_9,Tech,82453,6364,9925,1452,3106,61789,8507,7088,6343,6205,2888,6756,5420,31364,18757,High
EMP14569,Nikhil Mehta,17,Employee_17,Tech,46316,5351,5738,2910,1938,32443,9327,7238,14117,5971,2718,8734,9773,39544,-26982,Low
EMP14570,Sara Verma,12,Employee_11,HR,96663,9649,11582,2555,889,72185,19235,3885,2544,6168,1645,16107,10908,33111,12003,High
EMP14571,Aditya Iyer,31,Employee_32,Sales,68942,9999,8459,1219,1599,48053,9096,3890,14631,1901,4042,6966,5697,33661,2272,Low
EMP14572,Deepak Agarwal,10,Employee_10,Tech,60746,7711,7554,2106,2615,43293,17128,7834,6904,5865,2681,13766,4514,40410,-15658,Low
EMP14573,Ananya Das,22,Employee_22,Tech,37028,3563,4758,1707,1407,27926,9097,4628,3217,5455,2841,6543,8015,25112,-12029,Low
EMP14574,Sanjay Verma,17,Employee_17,Tech,47563,5179,5640,2910,1926,31241,9229,7302,14339,5900,2690,8961,9793,39645,-27022,Low
EMP14575,Vihaan Kulkarni,4,Employee_4,Sales,49692,3768,6107,2574,3248,35668,6685,3773,6047,1867,2466,13449,10989,21133,-10157,Low
EMP14576,Pooja Das,48,Employee_48,Finance,35839,2618,4355,1962,1119,26459,12293,6463,14517,6038,3380,8407,12724,42455,-38327,Low
EMP14577,Ananya Thakur,48,Employee_47,HR,115891,6809,13950,2048,3277,90558,6367,4974,10978,3470,1923,8354,3341,28112,50980,High
EMP14578,Reyansh Thakur,26,Employee_25,Tech,79774,4107,9487,1787,2642,60854,17686,6681,4693,4439,3848,18122,3540,37572,2984,Medium
EMP14579,Myra Gupta,21,Employee_21,HR,84647,5722,10012,1214,4024,61931,10740,6439,6603,4821,4524,3588,12210,33341,13040,High
EMP14580,Kavya Jain,38,Employee_37,Tech,83843,12291,10021,2491,1813,55325,8871,4337,12856,2496,4637,15758,1317,33538,6979,Medium
EMP14581,Priya Kapoor,38,Employee_38,Finance,72467,9495,8858,1846,2547,51104,9369,4214,13013,6692,1379,14466,1584,34817,-553,Low
EMP14582,Sara Sethi,49,Employee_49,Marketing,94941,8500,11385,1344,587,73556,19784,3848,12512,4485,1911,7561,14240,42523,8740,Medium
EMP14583,Karan Pandey,1,Employee_1,Marketing,113198,7028,13560,2532,2701,87152,9007,4796,2045,1797,3763,19675,2419,22072,43047,High
EMP14584,Sara Yadav,25,Employee_25,Tech,79408,4031,9585,1813,2685,62840,17707,6747,4625,4492,3830,17668,3571,37797,2455,Medium
EMP14585,Ananya Iyer,36,Employee_36,Marketing,34878,2936,4097,2873,817,24549,19663,5999,3428,6557,2032,5404,6607,37931,-26207,Low
EMP14586,Pooja Sethi,17,Employee_17,Tech,48279,5372,5501,2930,1869,31143,9241,7309,14274,6022,2708,8909,9774,39706,-27566,Low
EMP14587,Deepak Yadav,41,Employee_41,Sales,73594,10466,8814,1249,2613,49330,7957,7745,4346,1356,1423,16277,6866,22710,5092,Medium
EMP14588,Rohit Arora,24,Employee_24,Tech,41642,5995,5121,2755,2474,25673,7591,6358,7879,4940,1887,15207,1802,28922,-19800,Low
EMP14589,Neha Chopra,1,Employee_2,Marketing,84888,4594,10334,1185,2264,67168,9008,7076,10019,1284,3253,8754,12720,30347,15525,High
EMP14590,Sara Rana,39,Employee_40,Marketing,81671,6771,9909,2776,1060,62989,17850,5311,5866,6194,3078,15229,12130,37953,-4020,Low
EMP14591,Kavya Rana,15,Employee_15,Sales,100238,14576,12235,2851,4800,66158,5135,7974,5292,5003,1127,5490,6775,24193,29468,High
EMP14592,Sara Kapoor,32,Employee_32,Sales,69497,10000,8287,1204,1638,49475,9164,3974,14601,1934,4054,7251,5293,33566,1268,Low
EMP14593,Sanjay Verma,39,Employee_39,Tech,59197,4246,6987,2884,4294,41775,10578,5455,13492,2911,1894,2629,11637,34779,-7761,Low
EMP14594,Krishna Jain,6,Employee_6,Sales,39143,2176,4603,1448,2886,28220,6223,4967,13948,1896,2594,11246,8278,29500,-21933,Low
EMP14595,Vivaan Rana,1,Employee_1,Marketing,113547,6890,13673,2474,2783,88547,9169,4812,2216,1886,3857,20154,2452,21771,44547,High
EMP14596,Manish Agarwal,47,Employee_47,HR,116156,6789,13923,2043,3229,89869,6477,4947,11088,3683,1920,8489,3362,28011,50320,High
EMP14597,Rohit Bansal,23,Employee_23,HR,66458,6233,7895,2771,1129,47913,12339,7478,1544,1472,3601,19935,14743,26285,-12706,Low
EMP14598,Vihaan Iyer,39,Employee_39,Tech,58818,4199,7212,2900,4282,41307,10916,5605,13272,2831,1905,2802,11901,34570,-8310,Low
EMP14599,Krishna Gupta,17,Employee_17,Tech,46858,5483,5588,2949,1845,32061,9359,7363,14207,5883,2744,9160,9806,39391,-27914,Low
EMP14600,Kavya Arora,34,Employee_34,HR,66014,3637,8052,1680,1602,51185,15459,5262,2572,4641,3273,16066,10188,30700,-6251,Low
EMP14601,Riya Sharma,41,Employee_41,Sales,73385,10639,8875,1228,2595,50246,7958,7680,4068,1388,1414,16139,6732,22621,4883,Medium
EMP14602,Shaurya Arora,29,Employee_29,Sales,56798,6509,6893,1634,2449,40057,9234,6261,2215,6518,3696,11675,8539,27940,-9409,Low
EMP14603,Aarav Pandey,9,Employee_9,Tech,82745,6254,9928,1421,3086,61930,8627,7207,6530,6260,2963,6532,5276,31259,18092,High
EMP14604,Sara Joshi,13,Employee_13,Tech,64056,8247,7865,1714,1394,45504,9491,6587,2824,4705,1028,10703,9115,24614,907,Low
EMP14605,Sneha Iyer,6,Employee_6,Sales,40471,2057,4582,1481,2878,28092,6383,4925,14206,1791,2579,11103,8510,29745,-21711,Low
EMP14606,Vihaan Nair,6,Employee_6,Sales,38309,2104,4813,1477,2819,28052,6583,4962,14127,1840,2545,11200,8332,29605,-21155,Low
EMP14607,Neha Singh,20,Employee_20,Finance,72723,4168,8697,1488,2789,55324,15861,6978,3636,5437,1500,17555,4871,33147,454,Low
EMP14608,Pooja Singh,3,Employee_3,Sales,86014,6246,10219,2213,2758,63849,18387,3090,12573,2359,3866,15597,6756,39886,1051,Low
EMP14609,Vihaan Thakur,18,Employee_17,Tech,46801,5308,5398,2969,1821,30023,9424,7281,14366,5899,2714,9087,9809,39682,-27884,Low
EMP14610,Vivaan Saxena,50,Employee_49,Marketing,94794,8544,11428,1299,528,73160,19867,3893,12978,4468,1886,7566,14112,42437,8227,Medium
EMP14611,Anika Das,12,Employee_12,Marketing,82327,6979,9651,1949,4857,57739,9047,7619,14008,1051,3828,5730,12288,35312,2960,Medium
EMP14612,Myra Rana,48,Employee_48,Finance,36700,2571,4315,1971,1063,27296,12590,6400,14555,6151,3328,8469,12672,43246,-38229,Low
EMP14613,Rahul Sharma,47,Employee_47,HR,115052,6822,13825,2047,3230,90182,6414,4949,10883,3476,1904,8536,3265,28089,49933,High
EMP14614,Deepak Patel,46,Employee_45,HR,103636,6281,12257,1823,3625,78527,15959,4482,10100,5610,2240,15095,9818,38441,14621,High
EMP14615,Riya Bansal,1,Employee_1,Marketing,113177,6942,13619,2514,2738,87535,9046,4835,2394,1897,3775,20015,2469,21540,43769,High
EMP14616,Sanjay Jain,17,Employee_17,Tech,47610,5571,5691,2933,1866,31229,9323,7317,14199,5981,2712,9206,9736,39433,-28566,Low
EMP14617,Karan Thakur,3,Employee_3,Sales,84397,5932,10300,2172,2803,62654,18191,3069,12787,2250,3921,15752,6555,39846,1448,Low
EMP14618,Ishaan Mishra,26,Employee_26,Marketing,68594,4970,8193,1124,4945,49544,5892,5530,912,1395,3410,17640,9364,17187,5934,Medium
EMP14619,Neha Malhotra,15,Employee_15,Sales,100094,14533,12143,2892,4793,66364,4853,7814,5450,4933,1071,5675,6967,24059,29724,High
EMP14620,Anika Jain,36,Employee_36,Marketing,35357,2821,4393,2864,842,24446,19633,5904,3621,6533,2058,5381,6848,37706,-25244,Low
EMP14621,Nikhil Malhotra,32,Employee_32,Sales,69165,9877,8406,1186,1639,47818,9375,3869,14446,1899,4065,6885,5376,33732,2010,Low
EMP14622,Sneha Chopra,33,Employee_32,Sales,68440,10002,8141,1217,1622,48630,9306,3883,14444,1949,3995,6870,5475,33650,2368,Low
EMP14623,Aadhya Khan,4,Employee_4,Sales,50105,3508,6110,2536,3205,35118,6843,3687,6097,1724,2485,13213,10918,20963,-10266,Low
EMP14624,Ananya Nair,18,Employee_18,Sales,70675,6262,8564,2403,3577,49709,12213,7236,7372,2056,2032,9463,1825,30780,8483,Medium
EMP14625,Kavya Agarwal,49,Employee_49,Marketing,94539,8652,11327,1297,553,72388,19357,3868,12748,4503,1942,7908,14491,42654,8235,Medium
EMP14626,Rohit Iyer,20,Employee_19,HR,32867,3618,3897,1457,2246,20503,5138,3615,11562,6122,1240,9441,2272,28025,-18071,Low
EMP14627,Vivaan Gupta,43,Employee_43,Sales,100937,11850,12050,2895,2130,71614,10875,6627,1444,6475,4800,12962,11144,29772,18472,High
EMP14628,Nikhil Agarwal,35,Employee_35,Tech,45159,2617,5398,2789,1726,32633,13933,3307,13522,4025,3400,7084,8089,37932,-20998,Low
EMP14629,Deepak Reddy,40,Employee_40,Marketing,81228,6815,9780,2800,1066,60512,17843,5206,5909,6278,3094,15073,11947,37982,-2274,Low
EMP14630,Riya Pillai,14,Employee_14,Tech,95383,13516,11705,2799,2967,65357,18815,7187,9932,2641,1601,14053,13522,40162,-3407,Low
EMP14631,Ishaan Trivedi,32,Employee_33,Finance,110158,7706,13257,1671,2195,83956,16262,5145,8421,4981,2020,3678,2342,36867,43300,High
EMP14632,Sara Sharma,13,Employee_14,Tech,96036,13687,11541,2809,2959,64998,18718,7171,9812,2659,1647,14189,13422,39858,-3088,Low
EMP14633,Priya Kulkarni,34,Employee_34,HR,66285,3598,7917,1701,1569,51334,15573,5142,2951,4636,3243,15927,10090,30814,-5273,Low
EMP14634,Aditya Gupta,4,Employee_4,Sales,49506,3651,5972,2567,3237,35611,6714,3731,6247,1731,2415,13421,10789,20732,-10357,Low
EMP14635,Aadhya Chaudhary,24,Employee_24,Tech,42989,5997,4934,2730,2442,25623,7798,6325,8151,4970,1883,15084,2035,28797,-19229,Low
EMP14636,Shaurya Verma,28,Employee_29,Sales,57251,6623,6817,1665,2414,39973,9272,6261,1948,6534,3625,11690,8739,27779,-8422,Low
EMP14637,Rahul Kapoor,20,Employee_19,HR,31884,3648,3908,1468,2274,21834,5187,3533,11473,6205,1209,9249,2065,27454,-16700,Low
EMP14638,Karan Thakur,7,Employee_6,Sales,39138,2160,4535,1448,2802,27431,6186,4939,14246,1820,2554,11275,8517,29973,-22048,Low
EMP14639,Arjun Pillai,33,Employee_33,Finance,108303,7676,13125,1705,2141,83907,16195,5228,8394,4994,1978,3489,2407,36762,41691,High
EMP14640,Sara Verma,49,Employee_49,Marketing,93979,8545,11445,1312,511,72870,19762,3853,12697,4545,1882,7958,14029,42718,9012,Medium
